Database,Module,Pathway,pvalue,pvalue_adj,NumberOfOverlap,NumberOfGenesInPathway,Odds.Ratio,Combined.Score,Genes
36692,Reactome_2016,0,Toll Like Receptor 3 (TLR3) Cascade Homo sapiens R-HSA-168164,0.000111302340890334,0.0100659528815461,16,97,3.30332113056957,30.0709919991887,ATF1;ATF2;APP;DHX9;PTPN11;HMGB1;PPP2CB;MAPK9;TBK1;CASP8;IRAK2;UBC;RIPK1;CD14;MAP3K7;IKBKE
36693,Reactome_2016,0,TRIF-mediated TLR3/TLR4 signaling Homo sapiens R-HSA-937061,0.000111302340890334,0.0100659528815461,16,97,3.30332113056957,30.0709919991887,ATF1;ATF2;APP;DHX9;PTPN11;HMGB1;PPP2CB;MAPK9;TBK1;CASP8;IRAK2;UBC;RIPK1;CD14;MAP3K7;IKBKE
36694,Reactome_2016,0,Interactions of Rev with host cellular proteins Homo sapiens R-HSA-177243,0.000112140873106171,0.0100659528815461,9,35,5.76974132062628,52.4801516277876,NUP93;POM121;NUP205;NUP107;POM121C;TPR;NUP153;NUPL2;NUP160
36695,Reactome_2016,0,Interactions of Vpr with host cellular proteins Homo sapiens R-HSA-176033,0.000112140873106171,0.0100659528815461,9,35,5.76974132062628,52.4801516277876,NUP93;POM121;NUP205;NUP107;POM121C;TPR;NUP153;NUPL2;NUP160
37942,KEGG_2021_Human,0,Protein processing in endoplasmic reticulum,0.000110242289170867,0.0100659528815461,23,171,2.60582558364816,23.7464455158513,EDEM3;MBTPS1;SEC23A;HSP90AB1;RPN2;NGLY1;EIF2AK2;EIF2AK4;UBE2G2;RAD23B;ATXN3;NSFL1C;MAPK9;HSPH1;NPLOC4;OS9;DNAJC10;CANX;UBQLN1;SSR1;SEC62;UBXN4;UGGT1
57249,Reactome_2016,16,Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. Homo sapiens R-HSA-163200,0.00057870410030799,0.0101830776877178,6,109,6.3082257548277,47.026052056377,NDUFS8;UQCRB;UCP2;ETFDH;NDUFC1;COX5B
57251,Reactome_2016,16,ISG15 antiviral mechanism Homo sapiens R-HSA-1169408,0.000584807560917247,0.0101830776877178,5,72,8.05195334801403,59.9405743178391,NUP188;UBB;NUP50;RPS27A;UBA52
57252,Reactome_2016,16,Antiviral mechanism by IFN-stimulated genes Homo sapiens R-HSA-1169410,0.000584807560917247,0.0101830776877178,5,72,8.05195334801403,59.9405743178391,NUP188;UBB;NUP50;RPS27A;UBA52
57253,Reactome_2016,16,TRAF6 Mediated Induction of proinflammatory cytokines Homo sapiens R-HSA-168180,0.000584807560917247,0.0101830776877178,5,72,8.05195334801403,59.9405743178391,MAP2K3;UBB;TAB3;RPS27A;UBA52
58255,GO_Biological_Process_2021,3,proteasomal protein catabolic process (GO:0010498),0.000254902295820116,0.0101831031807883,23,205,2.4314647520169,20.1194717642281,ATE1;FBXW11;FBXW7;CUL3;RHBDD1;UBE2D3;SEL1L;HUWE1;UBE2G1;WWP2;UBE4B;ARMC8;ARRB2;CUL4A;ITCH;APPBP2;PSME4;MDM2;CTNNB1;SPOPL;BTRC;CLOCK;NFE2L2
28004,Reactome_2016,4,Stabilization of p53 Homo sapiens R-HSA-69541,0.000101360179772592,0.0102007159643481,10,54,5.01339989490279,46.1073878005069,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;TP53;PSMA7;PSMB9
28005,Reactome_2016,4,Degradation of AXIN Homo sapiens R-HSA-4641257,0.000101360179772592,0.0102007159643481,10,54,5.01339989490279,46.1073878005069,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;AXIN1;PSMA7;PSMB9
63003,BioCarta_2016,3,Keratinocyte Differentiation Homo sapiens h keratinocytePathway,0.000257873207676146,0.0102365870793974,10,53,4.44840776288926,36.7573825664797,IKBKB;MAP2K4;MAPK8;MAP3K1;PRKCD;MAPK1;RAF1;MAPK14;ETS2;TNFRSF1A
8645,Reactome_2016,5,Signaling by Leptin Homo sapiens R-HSA-2586552,0.000786691540171662,0.010314217326895,21,243,2.30759744320156,16.493955009323,MAP2K1;CAMK2D;STAT3;BRAF;IRS2;ARRB1;RASAL2;PPP2R5C;PTK2;APBB1IP;SPRED1;RAP1A;PSMA1;RASA1;AKAP9;NF1;RAPGEF2;GRB2;JAK2;SOS1;MARK3
10031,GWAS_Catalog_2019,5,Intraocular pressure,0.000785138276886495,0.010314217326895,30,401,1.98002797065535,14.1565083798684,CTTNBP2;PRKAG2;SLC1A3;PTPRJ;THADA;LPP;BABAM2;AKAP13;ATXN2;ALCAM;GMDS;SCFD2;HIVEP3;ST3GAL1;BCAS3;VPS13C;MYOF;FNDC3B;FBXL17;GAB2;OXR1;RUNX2;SUPT3H;STAG1;FER;FMNL2;WAC;PKN2;TCF4;ZNF652
39181,GO_Biological_Process_2021,9,membrane assembly (GO:0071709),0.00042143344991853,0.0103335481920024,5,36,8.98643695014663,69.8412281639513,PTPRD;NLGN1;NRXN1;IL1RAPL1;SPTBN1
41963,GWAS_Catalog_2019,9,Cerebral amyloid deposition in APOEe4 non-carriers (PET imaging),0.00042143344991853,0.0103335481920024,5,36,8.98643695014663,69.8412281639513,NKAIN2;PRR5-ARHGAP8;CNTN1;KAZN;PRKD1
32902,GO_Biological_Process_2021,0,regulation of carbohydrate catabolic process (GO:0043470),0.000117892295675336,0.0103645592902175,10,43,5.0535469844593,45.7130675450539,SCARB2;NUP93;NUP205;POM121;NUP107;POM121C;TPR;NUP153;ZBTB7A;NUP160
63225,KEGG_2021_Human,3,Apoptosis,0.00026387338823634,0.0104088923963417,18,142,2.78730351458668,22.9674956852499,PARP4;APAF1;ITPR1;PIK3CD;PIK3CB;CFLAR;ACTB;NFKB1;CTSS;TNFRSF1A;IKBKB;MAPK8;PIK3CA;MAPK1;RAF1;MAP3K14;CTSC;BCL2L1
5010,GO_Biological_Process_2021,5,vesicle cytoskeletal trafficking (GO:0099518),0.000795603200519933,0.0104092802873871,7,39,5.29446811868687,37.7834951644954,RAB1A;MYO1E;MYO5A;TRAK1;TANC2;MYO1F;PAFAH1B1
8646,Reactome_2016,5,Membrane Trafficking Homo sapiens R-HSA-199991,0.000807873943653379,0.0105478041768244,31,420,1.95202709940017,13.9005890044959,USP6NL;RAB1A;PRKAG2;ARRB1;GOLGA4;CUX1;MAN2A1;PPP6R3;VTI1A;MAN1A1;CYTH1;COG5;SORT1;GALNT2;RALGAPA2;AP1B1;MYO5A;PLA2G4A;ANK2;AP3B1;TRAPPC9;PUM1;DNM2;RAB10;GAK;TBC1D1;TBC1D4;KIF16B;EXOC4;PAFAH1B1;PICALM
39182,GO_Biological_Process_2021,9,membrane organization (GO:0061024),0.000433625506314151,0.0105620835246586,13,242,3.20379303341119,24.8080244188318,NAPA;SYT1;SGIP1;DYSF;SYNJ2;LRP2;SGCZ;DNM1;RIMS1;TF;DNAJC6;CNTN2;SPTBN1
61934,Reactome_2016,3,Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203,0.000274982578604942,0.0107793170813137,22,193,2.4742755765819,20.286097557001,NUP214;RANBP2;HNRNPA3;FUS;HNRNPU;THOC2;RNPC3;CCAR1;SRRM1;HNRNPM;PCF11;HNRNPH1;SNRNP70;TRA2B;HNRNPD;PAPOLA;SRSF4;NUP98;SF3B1;RBMX;SRSF11;RBM5
5011,GO_Biological_Process_2021,5,cellular response to organonitrogen compound (GO:0071417),0.000830453759782374,0.0108200700884743,12,103,3.20203303684879,22.7137440104513,P2RY12;TRPM2;MEF2C;RAP1A;KCNQ1;AKAP9;RAPGEF1;RAPGEF2;CPEB3;ZFP36L1;SSH1;CPEB4
8647,Reactome_2016,5,Signaling by FGFR in disease Homo sapiens R-HSA-1226099,0.000847355368968138,0.0109945674892822,9,63,4.03945147679325,28.5726172542268,ZMYM2;CUX1;CNTRL;STAT3;GRB2;LRRFIP1;GAB2;PIK3R1;SOS1
10032,GWAS_Catalog_2019,5,Corneal astigmatism,0.000847355368968138,0.0109945674892822,9,63,4.03945147679325,28.5726172542268,ZEB2;FMNL2;MAML2;ZBTB16;SUCLG2;PIK3R1;AOAH;FLI1;MED13L
61935,Reactome_2016,3,VEGFR2 mediated vascular permeability Homo sapiens R-HSA-5218920,0.000283085676487678,0.0110280333101287,7,27,6.68274647887324,54.5964413044873,PAK1;CTNND1;CTNNA1;CTNNB1;RICTOR;RAC1;PAK2
58256,GO_Biological_Process_2021,3,entry into host (GO:0044409),0.000285625011159067,0.0110582720369733,5,13,11.9170431726908,97.2529724591335,CD4;CTNND1;CTNNB1;ITGAV;CBL
5012,GO_Biological_Process_2021,5,protein localization to membrane (GO:0072657),0.000855558061636134,0.0110780627526315,18,195,2.47713709064867,17.4978934689085,FYB1;ROCK1;SMURF1;MYO5A;ANK2;BRAF;TTC7A;PRAM1;GAK;RAB10;DLG1;TSPAN14;RAP1A;DLG2;PACS1;EPB41L3;RAPGEF2;CLASP2
5013,GO_Biological_Process_2021,5,cellular response to hormone stimulus (GO:0032870),0.000860003104123627,0.0110867679590644,10,76,3.67457848446442,25.9372862065077,NCOA1;BCAS3;NCOA2;MEF2C;NCOA3;STAT3;SERPINB9;NR3C1;CTSB;ZFP36L1
8648,Reactome_2016,5,YAP1- and WWTR1 (TAZ)-stimulated gene expression Homo sapiens R-HSA-2032785,0.000861537577160422,0.0110867679590644,6,29,6.30889851417293,44.5205838359173,NCOA1;NCOA2;CREBBP;CHD9;TBL1XR1;RUNX2
9520,BioCarta_2016,5,NFkB activation by Nontypeable Hemophilus influenzae Homo sapiens h nthiPathway,0.000861537577160422,0.0110867679590644,6,29,6.30889851417293,44.5205838359173,CREBBP;NR3C1;TGFBR1;MAP4K4;TGFBR2;TLR2
5014,GO_Biological_Process_2021,5,regulation of protein modification process (GO:0031399),0.000869511473171025,0.0111664516441861,8,51,4.50604180754417,31.7566857471894,LYN;CCDC88A;SPRED1;FER;PHIP;ATG7;FNIP2;PTK2
61936,Reactome_2016,3,SUMO E3 ligases SUMOylate target proteins Homo sapiens R-HSA-3108232,0.000292912041231317,0.0112666391554505,14,96,3.27227123335063,26.6220148291125,NUP214;RANBP2;XRCC4;SMC5;MITF;PHC3;PIAS2;HERC2;STAG2;SCMH1;SP3;MDM2;NUP98;TOP1
63226,KEGG_2021_Human,3,NOD-like receptor signaling pathway,0.000294599620773896,0.0112666391554505,21,181,2.52308035714286,20.5123741948337,YWHAE;CARD8;PRKCD;NEK7;ITPR1;CYBA;MAPK14;TANK;NFKB1;IKBKB;P2RX7;MAPK8;TRAF3;TXNIP;MAPK1;TRPM7;PLCB2;NAIP;ATG5;BCL2L1;JAK1
50154,GO_Biological_Process_2021,10,positive regulation of interferon-gamma production (GO:0032729),0.000131547008576124,0.0112881554656539,6,57,8.57211328976035,76.6016583765584,BTN3A1;TXK;PTPN22;BTN3A2;HLA-A;IL12RB1
52774,GWAS_Catalog_2019,10,Primary sclerosing cholangitis,0.000128189866922282,0.0112881554656539,5,36,11.7206284966075,105.040249822434,SLCO3A1;HLA-B;PRKD2;BACH2;FOXP1
9753,KEGG_2021_Human,5,Vascular smooth muscle contraction,0.000885783286484324,0.0113521551255568,14,133,2.8597976770326,20.1016272160134,MAP2K1;PRKCH;PPP1R12A;ROCK1;PRKCB;PRKCE;ITPR2;PLA2G4A;PRKCA;CACNA1D;BRAF;ADCY7;GNAQ;KCNMA1
10033,GWAS_Catalog_2019,5,Major depressive disorder,0.000890030297859328,0.0113833058707845,19,212,2.39904344360303,16.8514930317643,BCAR3;RERE;CPM;MEF2C;TRIO;CCNH;DENND1A;RFX3;ITPR2;FMN1;TRAPPC9;SPPL3;FHIT;PIAS1;SLC25A37;ATXN1;RSRC1;TRPS1;RASA1
52775,GWAS_Catalog_2019,10,Allergic disease (asthma, hay fever or eczema),0.000143307849903512,0.0114640069299484,10,172,4.53958971502831,40.1777088873768,DIAPH1;RGS14;CAMK4;HLA-B;RORA;TRAF1;CD247;ETS1;RUNX3;BACH2
41101,Reactome_2016,9,NCAM1 interactions Homo sapiens R-HSA-419037,0.000480223696281347,0.0114692386683298,5,37,8.70516690340909,66.5184308444573,CACNB2;COL4A5;CNTN2;NCAM1;CACNA1C
41719,KEGG_2021_Human,9,Synaptic vesicle cycle,0.000485102507200723,0.0115110130418339,7,78,5.51323943661972,42.0723589698701,NAPA;SNAP25;RIMS1;SYT1;STXBP1;SLC1A2;DNM1
5015,GO_Biological_Process_2021,5,positive regulation of binding (GO:0051099),0.000905707431346028,0.0115602209210704,11,90,3.37887939343314,23.6751126294323,PRKN;SKI;GSK3B;TIAM1;EPB41;LRRK2;RAPGEF2;STK4;SPPL3;MARK3;STK3
32903,GO_Biological_Process_2021,0,protein deubiquitination (GO:0016579),0.000134102471000932,0.011625939222053,31,267,2.208036315242,19.6888530211846,OTUD4;USP37;INO80D;USP16;PSMD14;KDM1B;MINDY2;USP12;MYSM1;SNX3;YY1;PSMB7;ATXN3;UIMC1;UBC;PSMD1;RIPK1;PSMF1;MAP3K7;ZRANB1;USP7;USP48;USP42;USP22;STAM;ESR1;RAD23B;RHOA;CYLD;USP40;STAM2
9754,KEGG_2021_Human,5,Tuberculosis,0.000913516496552525,0.0116361948859648,17,180,2.53907708722326,17.7689924375474,CD74;CREBBP;CIITA;CAMK2D;ITGAM;SYK;IFNGR1;IFNGR2;IL18;C3;PPP3CA;AKT3;BCL2;ITGAX;JAK2;RAB7A;TLR2
63227,KEGG_2021_Human,3,Insulin resistance,0.000311370246123888,0.0118358435375092,15,108,3.092651966237,24.9717044375043,MLXIP;PRKCD;OGA;PIK3CD;PIK3CB;PYGL;NFKB1;TNFRSF1A;IKBKB;MLXIPL;MAPK8;CREB1;PIK3CA;CREB3L2;RPS6KA1
8649,Reactome_2016,5,Transcriptional activation of mitochondrial biogenesis Homo sapiens R-HSA-2151201,0.000931567908201718,0.011842061015619,7,40,5.13376186103459,35.8266834132918,NCOA1;NCOA2;CREBBP;MEF2C;NCOR1;CHD9;TBL1XR1
5016,GO_Biological_Process_2021,5,protein transport (GO:0015031),0.000933846621616224,0.0118469975256455,28,369,2.00858845769101,14.0123114841831,USP6NL;MACF1;RAB1A;SNX13;GOLGA4;SCFD2;SYNDIG1;TBC1D14;TBC1D12;TBC1D22A;EVI5;TBC1D16;CD74;RABGAP1L;PRKCB;STX8;STX7;TBC1D9;AP3B1;DNM2;VMP1;RAB10;TBCK;TBC1D1;RAB31;TBC1D4;TBC1D5;RAB7A
5017,GO_Biological_Process_2021,5,cortical actin cytoskeleton organization (GO:0030866),0.00094422247722656,0.0118586017330237,5,20,8.05457598656591,56.1013198207736,FMNL3;DLG1;FMNL2;ROCK1;NCKAP1L
5018,GO_Biological_Process_2021,5,growth hormone receptor signaling pathway (GO:0060396),0.00094422247722656,0.0118586017330237,5,20,8.05457598656591,56.1013198207736,LYN;STAT3;PIK3R1;JAK2;PTK2
8650,Reactome_2016,5,Chondroitin sulfate biosynthesis Homo sapiens R-HSA-2022870,0.00094422247722656,0.0118586017330237,5,20,8.05457598656591,56.1013198207736,CSGALNACT1;CHSY1;CHST11;CHST15;CHSY3
9521,BioCarta_2016,5,IGF-1 Signaling Pathway Homo sapiens h igf1Pathway,0.00094422247722656,0.0118586017330237,5,20,8.05457598656591,56.1013198207736,MAP2K1;RASA1;GRB2;PIK3R1;SOS1
9522,BioCarta_2016,5,Sprouty regulation of tyrosine kinase signals Homo sapiens h spryPathway,0.00094422247722656,0.0118586017330237,5,20,8.05457598656591,56.1013198207736,MAP2K1;SH3KBP1;RASA1;GRB2;SOS1
61937,Reactome_2016,3,mRNA Splicing Homo sapiens R-HSA-72172,0.000314119909432141,0.011868434168424,18,144,2.74276994622875,22.1224576580896,HNRNPA3;FUS;HNRNPU;RNPC3;CCAR1;SRRM1;HNRNPM;SNRNP70;PCF11;HNRNPH1;TRA2B;PAPOLA;HNRNPD;SRSF4;SF3B1;RBMX;RBM5;SRSF11
41965,GWAS_Catalog_2019,9,Diverticular disease,0.000506835170922042,0.0118735016474603,10,156,3.848446567447,29.1994137512925,KIAA1217;CACNB2;FSTL5;FAM155A;SLC35F3;HHIP;KCNIP4;LHFPL3;ROBO1;OPCML
41966,GWAS_Catalog_2019,9,Hand grip strength,0.000506835170922042,0.0118735016474603,10,156,3.848446567447,29.1994137512925,ROBO2;NLGN1;SYT1;PTPRZ1;NOVA1;DNER;CADPS;CSMD1;UNC79;OPCML
5019,GO_Biological_Process_2021,5,regulation of cilium assembly (GO:1902017),0.000951684347052718,0.0119046024011565,9,64,3.9657997698504,27.5911681058824,USP6NL;TBC1D1;CCDC88A;TBC1D5;TBC1D14;TBC1D22A;EVI5;SDCCAG8;TBC1D16
10034,GWAS_Catalog_2019,5,Itch intensity from mosquito bite,0.000951684347052718,0.0119046024011565,9,64,3.9657997698504,27.5911681058824,KIAA1109;MAPKAP1;STAT3;IKZF1;IL6R;FBXO11;LPP;RUNX2;CDC42SE2
39184,GO_Biological_Process_2021,9,positive regulation of cell junction assembly (GO:1901890),0.00052264853274354,0.0120899453045959,6,57,6.56678397854868,49.6225686205247,PTPRD;CNTNAP2;NLGN1;NRXN1;IL1RAPL1;GHRL
41967,GWAS_Catalog_2019,9,Epstein-Barr virus copy number in lymphoblastoid cell lines,0.00052264853274354,0.0120899453045959,6,57,6.56678397854868,49.6225686205247,SLC35F3;NRG3;DLC1;PCDH15;CTNNA3;CSMD1
32904,GO_Biological_Process_2021,0,mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427),0.000142585159804534,0.0121105698075005,16,99,3.22337971655098,28.5448683398711,NUP205;POM121;NUP107;YTHDC1;CPSF2;THOC1;NUP153;NUP160;NUP93;MCM3AP;POM121C;TPR;SYMPK;SRSF5;SRSF7;EIF4E
36696,Reactome_2016,0,M Phase Homo sapiens R-HSA-68886,0.000143572919858225,0.0121105698075005,31,268,2.19860165425216,19.4546950023459,ANKLE2;NUP205;POM121;AHCTF1;NUP107;PSMD14;USO1;NUP160;CENPC;PSMB7;PPP2CB;POM121C;ENSA;TPR;UBC;PSMD1;PSMF1;TMPO;NDEL1;NEK9;CSNK2A1;RCC2;NDE1;NUP153;LEMD3;CKAP5;NUP93;MAU2;CDC16;ANAPC5;NUPL2
28006,Reactome_2016,4,Protein folding Homo sapiens R-HSA-391251,0.000126262376400418,0.0121881844974281,14,101,3.55817213344547,31.9422395014082,NOP56;CCT2;CSNK2A2;CCT6A;TUBA1C;AP3M1;TUBA1A;GNB2;PFDN2;KIFC3;CCT8;TP53;PFDN5;CCT5
41720,KEGG_2021_Human,9,cAMP signaling pathway,0.00053042910283374,0.0121932390013906,12,216,3.31440750213129,24.9966788772762,RYR2;GRIA2;GRIN2A;JUN;HHIP;PDE4D;ADCY2;GHRL;CACNA1C;GRIN1;SLC9A1;GRIA4
58257,GO_Biological_Process_2021,3,positive regulation of telomere maintenance via telomere lengthening (GO:1904358),0.000330948201147645,0.0122100418682237,8,36,5.45849518054956,43.741916886185,HMBOX1;TNKS2;TNKS;XRCC5;NEK7;MAPK1;CTNNB1;ATR
63004,BioCarta_2016,3,TGF beta signaling pathway Homo sapiens h tgfbPathway,0.000327467238144129,0.0122100418682237,6,20,8.17731514716439,65.6157788225236,SMAD2;TGFB1;SMAD3;EP300;NR2C2;SKIL
63228,KEGG_2021_Human,3,Fc gamma R-mediated phagocytosis,0.000326835263284628,0.0122100418682237,14,97,3.23267538238059,25.945628140368,ACTR3;ACTR2;PRKCD;PIK3CD;PIK3CB;PAK1;ARPC2;PIK3CA;PIP5K1A;MAPK1;PIP5K1B;RAC1;RAF1;CRK
63229,KEGG_2021_Human,3,Hepatitis C,0.000329296942150261,0.0122100418682237,19,157,2.64440361285752,21.2042843207302,YWHAE;SCARB1;APAF1;PIK3CD;PPP2R2A;PIK3CB;CFLAR;NFKB1;TNFRSF1A;IKBKB;PIK3CA;TRAF3;PPP2R2D;MAPK1;CTNNB1;E2F3;RAF1;SOS2;JAK1
58258,GO_Biological_Process_2021,3,positive regulation of endothelial cell migration (GO:0010595),0.000333475755278893,0.0122313446614574,13,86,3.41131939437635,27.3108197330858,SCARB1;NRP2;TGFB1;ROCK2;PIK3CD;PIK3CB;MAPK14;ADAM17;P2RX4;TMSB4X;ABL1;PTK2B;RAC1
10037,GWAS_Catalog_2019,5,Protein quantitative trait loci,0.000992201127038297,0.0123131177488099,8,52,4.40340190782669,30.4520989594711,EPS8;FAM49B;DLG2;KCNQ1;IL18;DOCK2;OSBPL1A;IL6R
39185,GO_Biological_Process_2021,9,synaptic vesicle endocytosis (GO:0048488),0.000544977806799976,0.0123730146506809,5,38,8.4409435261708,63.4317110763511,NLGN1;SYT1;DNAJC6;SYNJ2;DNM1
41968,GWAS_Catalog_2019,9,Experiencing mood swings,0.000544977806799976,0.0123730146506809,5,38,8.4409435261708,63.4317110763511,NEGR1;DCC;LSAMP;NCAM1;MAPT
5021,GO_Biological_Process_2021,5,positive regulation of cytokine production (GO:0001819),0.00101193854271775,0.0125332388284824,26,335,2.05642706724107,14.1808895811805,CD86;CSF1R;RAB1A;HIF1A;C3;IFI16;PLCG2;PDE4B;MBP;LRRFIP1;IL6R;HAVCR2;CD74;CREBBP;SYK;SLC11A1;STAT3;IL18;POU2F2;SORL1;RUNX1;IL17RA;PTPRC;IL6ST;CARD11;TLR2
58259,GO_Biological_Process_2021,3,regulation of cellular catabolic process (GO:0031329),0.000348791407630076,0.0127187192363711,11,65,3.89814814814815,31.033299691066,RPTOR;MTMR3;USP10;USP33;PSAP;ITPR1;ABL1;EP300;LONP2;ABL2;SOGA1
41969,GWAS_Catalog_2019,9,Body mass index in physically active individuals,0.000565860682412544,0.0127683165025358,7,80,5.36164383561644,40.0898830528303,LINGO2;GPRC5B;CALCR;NEGR1;CADM2;NRXN3;PRKD1
58260,GO_Biological_Process_2021,3,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),0.000353325966310804,0.0128095980387362,10,55,4.25025227043391,33.7815129922389,YWHAE;USP47;DNAJB6;RPS6KA1;GAS6;RAF1;PAK2;SH3RF1;NAIP;MAP2K5
5022,GO_Biological_Process_2021,5,cell projection organization (GO:0030030),0.00104094058861743,0.0128416824190265,6,30,6.04571248423707,41.5197198284168,P2RY12;CYFIP1;SCIN;GSN;PACSIN2;NCKAP1L
5023,GO_Biological_Process_2021,5,plasma membrane invagination (GO:0099024),0.00104094058861743,0.0128416824190265,6,30,6.04571248423707,41.5197198284168,MSR1;ITGAM;GSN;ELMO1;ARHGAP25;ARHGAP12
5024,GO_Biological_Process_2021,5,regulation of transcription, DNA-templated (GO:0006355),0.00104516658129306,0.0128684851963922,118,2244,1.39165744581802,9.551750817991,CD86;RB1;CCNH;ZNF292;ZBTB20;JMJD1C;ARID4B;IKZF1;RBPJ;NR3C1;BACH1;RPS6KA3;ZNF609;ZNF846;BBX;MAP3K5;MEF2A;DDX17;MEF2C;MAP2K1;KDM2A;PRKCB;SFMBT2;DYRK1A;RFX3;FOXP2;RUNX2;PIAS1;RUNX1;MAF;TBL1XR1;KAT6A;PHIP;ZNF710;ATF6;KMT2E;DDX5;CTBP2;BAZ2B;FOXO3;PRDM11;HIF1A;ATXN1;HIVEP3;ZNF148;RREB1;BPTF;CREBBP;ZFHX3;PHC2;SMURF2;BICRAL;DENND4A;ZBTB16;NFATC2;FOXN3;POU2F2;SMARCA2;FLI1;MED13L;TCF4;BRWD1;ZNF652;PICALM;SETD5;CIITA;BNC2;PHF20;CHD7;BHLHE41;ARRB1;NIPBL;TRPS1;ERC1;ZNF644;LRRFIP1;JARID2;NCOA1;NCOA2;PRMT2;ATRX;TCF12;ARID1A;ARID1B;SUPT3H;TGFBR1;ETV6;DNM2;NCOR2;ELF1;ZEB2;ELF2;NCOR1;WAC;LCOR;HCLS1;L3MBTL4;PPARD;HDAC4;NFAT5;SP100;CAMK2D;TRAK1;HDAC9;IFI16;CUX1;NSD1;SPP1;TRIM44;MAP3K2;ATF7IP;CD74;KDM4C;STAT3;NFIA;NFIC;SSBP2;LIMS1
52777,GWAS_Catalog_2019,10,Graves' disease,0.000166879330573163,0.0129229725504828,5,38,11.0091691826009,95.7603911066073,RAC2;HLA-B;RHOH;PTPN22;BACH2
10038,GWAS_Catalog_2019,5,Extremely high intelligence,0.00105551917748451,0.0129704680103832,10,78,3.56612987400283,24.4412646329083,PREX1;ZNF638;DPYD;TET2;UBE2E1;EXOC4;APBA1;FOXO3;ARHGAP15;RBM6
41102,Reactome_2016,9,Cell-Cell communication Homo sapiens R-HSA-1500931,0.000582326277364199,0.0130597320008873,9,131,4.13814301865461,30.8228740768543,KIRREL3;CADM2;DCC;MAGI2;CDH12;F11R;DSCAML1;SPTBN1;CDH18
8651,Reactome_2016,5,NCAM signaling for neurite out-growth Homo sapiens R-HSA-375165,0.00106698226999022,0.0130856710098409,22,266,2.19979112602063,15.0529967235587,MAP2K1;CAMK2D;BRAF;IRS2;CACNA1D;ARRB1;RASAL2;PPP2R5C;PTK2;APBB1IP;SPRED1;RAP1A;PSMA1;RASA1;AKAP9;ST8SIA4;NF1;RAPGEF2;GRB2;JAK2;SOS1;MARK3
5025,GO_Biological_Process_2021,5,cellular response to peptide hormone stimulus (GO:0071375),0.00107222329484234,0.0130986810697407,12,106,3.09935386195896,21.1934466103951,RAB10;FER;RAB31;TBC1D4;PDE3B;MYO5A;IRS2;PIK3R1;ADCY7;HDAC9;LPIN2;ZFP36L1
5026,GO_Biological_Process_2021,5,regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),0.00107222329484234,0.0130986810697407,12,106,3.09935386195896,21.1934466103951,LYN;PTEN;IL18;PIP4K2A;HCLS1;IRS2;PIK3R1;PPP2R5C;JAK2;PIK3AP1;PTK2;PIK3R5
5027,GO_Biological_Process_2021,5,regulation of lipid metabolic process (GO:0019216),0.00108891243330979,0.0131741587250047,11,92,3.29510559629003,22.481107859335,NCOA1;NCOR2;NCOA2;CREBBP;NCOR1;CHD9;TBL1XR1;RUBCNL;PRKAG2;IRS2;PPARD
8652,Reactome_2016,5,MyD88:Mal cascade initiated on plasma membrane Homo sapiens R-HSA-166058,0.00108891243330979,0.0131741587250047,11,92,3.29510559629003,22.481107859335,MEF2A;RPS6KA3;MEF2C;MAP2K1;RPS6KA2;PELI2;PELI1;MAP3K8;IRAK3;TAB2;TLR2
8653,Reactome_2016,5,Toll Like Receptor TLR1:TLR2 Cascade Homo sapiens R-HSA-168179,0.00108891243330979,0.0131741587250047,11,92,3.29510559629003,22.481107859335,MEF2A;RPS6KA3;MEF2C;MAP2K1;RPS6KA2;PELI2;PELI1;MAP3K8;IRAK3;TAB2;TLR2
8654,Reactome_2016,5,Toll Like Receptor TLR6:TLR2 Cascade Homo sapiens R-HSA-168188,0.00108891243330979,0.0131741587250047,11,92,3.29510559629003,22.481107859335,MEF2A;RPS6KA3;MEF2C;MAP2K1;RPS6KA2;PELI2;PELI1;MAP3K8;IRAK3;TAB2;TLR2
8655,Reactome_2016,5,Toll Like Receptor 2 (TLR2) Cascade Homo sapiens R-HSA-181438,0.00108891243330979,0.0131741587250047,11,92,3.29510559629003,22.481107859335,MEF2A;RPS6KA3;MEF2C;MAP2K1;RPS6KA2;PELI2;PELI1;MAP3K8;IRAK3;TAB2;TLR2
28007,Reactome_2016,4,Degradation of DVL Homo sapiens R-HSA-4641258,0.000139358801438486,0.0131833426160808,10,56,4.79492334757477,42.5715286491481,PSMA5;PSMA3;PSMD12;PSMD4;PSMD13;PSMB1;PSMC2;KLHL12;PSMA7;PSMB9
